id,label
193064,2
193080,2
193636,0
193661,4
193875,3
194055,2
194062,3
195865,0
196359,2
196637,4
197089,4
197296,2
198339,4
198943,3
199008,2
199158,2
199276,3
199492,3
199592,0
199826,0
199875,3
200761,2
201103,3
201178,3
201247,3
201272,2
202267,4
202485,0
202798,2
203003,2
203103,0
203320,2
203371,0
203588,4
177203,3
177504,3
177659,2
179007,2
179435,2
179881,2
180339,2
180427,3
180469,0
180565,2
180807,3
181102,0
181354,2
181662,3
181878,0
182294,0
182358,3
182480,0
183171,3
183290,0
183566,3
183993,2
184001,2
184575,3
184951,2
185157,2
185395,2
185964,3
186102,3
186256,3
186710,4
187000,3
187145,0
187330,2
187865,3
187900,0
189153,2
189371,0
189518,2
190084,2
190104,3
190182,3
190579,3
190806,0
190846,4
190854,0
191473,3
191697,2
192434,2
193748,4
194178,3
194424,2
194628,4
194821,4
194951,0
194986,2
195218,3
195600,2
195734,0
195859,0
195892,4
196295,2
196581,0
196624,0
197450,3
197902,0
199051,3
199083,3
199338,3
199360,4
199453,3
199627,4
199628,0
199753,0
199848,3
199872,4
199899,3
199967,3
200377,4
200409,3
200550,2
200754,3
200846,0
200870,2
201065,3
201306,2
201504,2
201576,0
201753,3
201826,3
201838,3
202076,3
202278,2
203484,3
205103,3
177164,4
177209,3
177845,0
178048,2
178755,3
178908,2
178933,4
178962,0
180132,3
180644,3
180660,4
180681,4
180689,2
181149,0
181191,3
181442,0
181655,3
181795,2
182552,3
182821,3
182993,0
183067,4
183419,3
183688,3
183901,2
184293,3
184436,3
184492,3
184516,0
184586,2
184602,4
184699,3
185193,0
185455,2
186463,3
186934,4
187136,3
187394,0
187495,0
187672,3
188275,4
188328,2
188981,2
189065,0
189943,2
190739,3
191035,0
191148,3
191256,0
192288,3
192811,0
193101,0
193102,0
193205,2
193276,0
193495,2
193840,3
193921,3
193941,0
193954,0
194574,3
195040,2
195619,2
195620,0
195654,3
196063,4
196408,0
196437,3
196601,2
196672,0
196674,0
197141,0
197146,2
197606,3
198153,3
198191,4
198278,3
198472,3
198839,2
198942,3
199012,4
199153,2
199206,3
199221,3
199263,3
199542,2
199565,3
200434,0
200445,4
200758,3
201045,3
201088,3
201115,2
201161,2
201329,3
201444,3
201464,0
201526,3
201528,0
202513,0
202746,0
202750,3
202758,2
202814,2
203272,2
203374,3
203383,0
203738,2
203774,3
177154,4
177267,4
177498,2
177578,2
177635,2
178221,3
179954,0
180089,3
180485,0
180848,0
180916,0
181082,3
181239,3
181352,2
181529,0
181728,4
181822,3
182092,4
182368,3
182603,2
182838,0
183009,3
183381,4
183735,0
184143,0
184336,4
184382,3
184506,2
184881,2
185031,0
185824,4
186228,3
186569,3
187295,3
187370,3
187645,0
187998,0
188125,4
188296,0
188359,3
188728,0
189081,3
189473,3
189523,0
189714,3
189854,2
190566,3
190619,2
191227,3
191312,3
191353,2
191381,2
191571,2
191642,4
191651,2
192318,2
192444,3
193453,3
193490,0
193670,0
193724,2
193916,3
194042,0
194139,0
194629,2
194802,0
195380,3
195699,3
195763,3
195828,3
195918,3
196206,3
196298,0
197017,2
197132,0
197197,0
197476,2
197585,0
197905,3
198061,0
198884,4
199005,2
199233,0
199246,0
199293,2
199302,0
199342,4
199532,0
199640,2
199776,0
199873,2
200317,0
201427,4
201517,3
201708,2
201923,0
202116,0
202171,0
202202,3
202362,2
202491,2
202633,0
203295,0
203833,3
177199,2
177340,3
177917,3
178806,2
179224,4
179909,0
180208,2
180590,3
180897,0
181002,4
181040,2
181055,0
181692,4
182097,2
182971,4
183109,0
183532,3
184193,0
184583,2
185278,4
185470,0
186253,4
186775,2
186929,4
187248,3
187709,2
187715,3
187877,3
188345,2
188676,2
188929,0
189454,4
189658,2
190402,0
190722,0
191355,3
191870,3
192334,0
192545,0
192610,2
193225,0
193593,0
193909,3
193958,4
196514,3
198000,2
198348,2
198518,4
198592,3
199397,3
199553,0
199668,0
199714,3
199766,2
199840,3
200023,3
200600,2
200657,2
200665,3
200964,0
201703,0
201944,4
202604,3
202617,2
202693,3
202704,3
203098,2
203117,2
203410,0
203434,2
203606,0
177315,3
177358,0
177680,0
177698,3
178482,2
178748,0
178818,3
180543,3
180815,3
180822,4
180945,4
181198,3
181225,4
181314,0
181633,3
181641,0
181997,0
182183,4
182460,3
182471,2
182494,3
182518,3
182727,2
182729,3
182860,2
183347,2
183522,3
183642,2
183802,0
184247,2
184287,3
184617,0
184833,3
185539,4
185898,4
185972,3
185999,0
186241,3
186373,0
186411,2
186485,2
186489,4
186547,3
186561,0
186924,0
186936,2
187276,0
187396,3
187403,3
188055,3
188104,2
188107,3
188245,2
188414,0
188449,0
188751,4
188801,0
188893,0
189641,0
189984,0
190646,0
190702,3
191014,3
191586,0
192332,3
192519,2
193218,2
193227,0
193308,2
193438,3
193939,2
194216,4
194618,0
195064,0
195556,3
196196,2
196632,0
196646,0
196822,2
198479,3
198699,2
199112,2
199145,3
199174,2
199441,0
199523,4
199580,3
200668,2
200795,0
201453,0
201542,0
201761,4
201950,0
201964,2
202364,3
202559,4
202625,0
202648,4
203259,2
203343,2
177202,4
177387,2
177639,3
178072,2
179039,4
179049,3
179146,2
179336,2
180405,0
180471,3
180553,3
181051,3
181391,4
181428,0
181477,2
182036,4
182234,2
182530,4
182750,4
182751,4
182954,3
183262,0
183652,3
183914,3
184168,4
184174,0
184957,3
184989,0
185015,2
185045,2
185089,3
185155,2
185981,2
186030,3
186037,3
186060,0
186071,0
186074,3
186760,2
186794,3
186997,0
187010,0
187112,3
187280,2
187374,3
187520,2
187556,4
188178,3
188254,0
188438,0
188441,0
188889,0
188958,4
190150,0
190211,0
190425,0
190430,4
190435,2
190516,3
190669,3
191416,3
191422,2
191802,3
192084,0
192369,2
192636,2
192886,0
193219,3
193385,0
193787,0
193864,3
194182,0
194393,2
195960,3
196021,0
196134,4
196450,4
196707,0
197119,0
198115,3
198484,4
198612,3
198974,4
199239,3
199363,3
199853,0
201456,0
201505,3
201627,3
202175,3
202904,0
203005,0
203010,3
203045,0
203791,4
203796,2
203951,0
177173,3
177587,2
178249,3
178377,2
178383,3
179265,0
179943,0
180209,0
180300,2
181347,2
181605,3
181626,3
181668,2
182015,3
183692,0
184253,3
184339,0
184396,4
184751,2
185217,3
185247,2
186732,0
187060,3
187111,0
188408,0
188595,3
188660,2
189249,0
189585,3
189893,4
190331,3
190466,2
190720,3
191310,0
191372,3
191546,2
191855,3
191901,0
191910,3
192596,2
192670,2
193028,2
193264,0
194101,0
194824,2
195039,0
195211,0
196534,3
196971,2
197461,0
197483,3
198301,0
198667,4
199021,0
199659,3
199745,2
199799,3
199962,0
199986,3
200133,2
201479,3
201857,2
202026,0
203375,0
203524,3
203652,2
203696,0
177254,3
178084,3
178345,2
178512,0
178601,2
179249,2
179279,3
179317,3
179922,0
179941,4
180682,2
180763,0
180938,2
181141,4
181143,4
181170,0
182148,2
182361,2
182797,3
182991,0
183897,4
185287,0
185559,3
185997,4
186007,2
186095,2
186899,3
187443,3
188019,2
188191,3
188285,2
188587,3
188927,0
189022,0
189380,3
189698,3
190213,3
190605,0
190724,3
190786,4
190905,2
190991,0
191727,2
192240,3
192337,0
192690,4
192738,0
193595,0
193857,0
194140,3
194387,4
194430,0
195267,4
196117,0
196926,0
197108,4
197309,3
197352,0
197428,3
197659,2
197796,3
198064,3
198119,0
198291,3
198425,4
198514,3
199088,4
199192,3
199495,4
199617,0
199695,0
199966,0
199999,2
200793,0
200821,0
201106,0
202228,0
202286,3
203909,2
204098,2
204991,0
193425,4
177188,4
177335,0
178917,3
180456,2
180691,4
180732,0
180782,2
181840,0
182577,3
182944,3
183094,2
183296,2
184182,0
186108,3
187603,0
188498,2
188678,4
188978,2
191268,0
192578,2
193767,3
194691,2
195419,0
195542,2
195627,2
195718,4
195775,3
195814,4
195856,0
196645,3
197164,2
197257,0
197318,3
198401,3
198865,3
199026,3
199166,2
199183,3
199297,2
199708,4
199737,0
200211,0
200302,0
201002,3
201229,3
202113,3
202645,3
203012,0
203189,3
203821,4
204208,0
177702,3
178236,4
178708,4
178810,4
179247,3
179343,4
179485,2
179918,0
179991,4
180525,2
180704,2
181320,2
181404,0
181460,3
181717,3
182762,3
182771,3
183307,0
183913,4
184263,0
184431,3
184867,0
185938,0
186354,3
186382,2
186977,3
187264,3
187365,2
187401,3
187931,2
188638,4
189083,2
189296,0
189890,4
190409,0
190549,3
191041,2
191354,3
192479,3
192765,3
192854,4
193217,2
193243,3
193536,3
193623,0
194185,2
195389,3
195971,2
196269,3
198233,3
198383,3
199849,0
199852,2
199939,3
200567,3
201152,0
201849,2
201893,3
202140,0
202163,4
202461,3
204636,0
177183,2
177513,4
177554,0
178911,2
179045,2
179139,0
179877,0
180219,3
181203,0
181518,3
181883,2
182072,0
182757,4
183845,2
184149,0
187074,4
187152,4
188069,3
188629,0
189183,2
189414,2
191118,3
192103,2
193061,2
193116,0
193492,0
195769,3
196079,3
196270,0
196493,0
198717,4
198769,4
198842,2
199117,0
199193,4
199575,4
199709,0
202330,4
202667,3
178625,0
179480,3
180457,2
180735,3
181506,4
183130,3
183942,3
184570,2
185751,3
185825,4
186364,4
187246,2
187433,2
187766,3
188126,0
188730,3
188765,0
189379,3
189928,4
189974,3
190070,2
190612,3
190617,0
191051,2
191123,2
191657,0
192280,2
193066,4
193848,4
194765,0
195073,4
195119,0
195322,3
195498,4
196446,3
196577,4
196749,3
196992,2
197161,3
197753,2
198933,3
199512,2
199591,3
199783,4
199805,3
200831,3
200992,3
201611,0
202488,4
202621,2
203401,0
179874,0
182740,0
184128,3
184561,4
188899,0
190486,3
190525,0
190592,0
194155,0
194324,0
194918,0
196272,3
196544,0
201422,0
202217,0
203564,0
177448,4
177746,0
178354,3
178575,3
179390,2
179621,3
179630,2
179873,3
180537,2
181365,2
182359,3
182539,2
183633,0
183724,3
183868,3
184512,0
184578,2
184847,2
184901,4
185221,2
185229,3
185802,4
186813,3
187321,4
187358,0
188122,4
188256,0
188957,3
188977,4
189920,3
190004,3
190079,2
191067,2
191155,3
191914,3
192754,3
192860,3
193423,2
194116,4
194709,4
195128,3
195341,3
196320,3
196862,3
197751,4
197779,2
197812,0
198144,3
198321,3
198380,0
198463,3
199593,3
199833,0
200278,0
200472,0
201029,3
201853,3
201875,2
202025,3
202647,0
202705,4
202865,2
202991,4
203181,2
203183,0
203382,4
203778,0
203911,0
177162,2
177385,0
177827,2
178058,2
178378,4
178764,4
178932,0
179068,3
180033,0
180082,4
180107,4
180141,2
180744,2
180805,3
182205,3
182470,3
182909,2
183299,3
183596,4
184408,3
184594,2
184664,4
184885,2
184921,3
185210,4
185483,4
185629,0
185643,0
185806,4
186567,2
187037,0
188232,2
188402,2
188684,3
188785,3
188999,3
189000,3
189389,2
189881,0
190698,0
191293,3
192073,3
192125,3
192687,3
193348,2
193462,0
194456,0
194601,4
195134,3
195206,3
195358,3
195669,3
196122,0
196462,3
198756,0
199521,3
200372,3
201562,0
202466,3
202847,2
203378,2
204971,0
177265,2
177344,0
177382,4
178997,0
179150,3
179235,4
180191,4
180785,3
181269,2
181719,2
183158,0
183263,0
183329,0
184155,4
184184,4
184205,0
184574,3
185515,0
186213,0
186305,3
187058,0
187337,2
187429,3
187898,0
189056,3
189941,3
190420,2
190791,3
191400,0
192306,3
193141,3
193164,0
193551,4
193555,4
193878,4
194298,0
195295,0
195850,0
196396,0
197594,3
198025,4
198110,3
199851,2
200439,3
200474,0
201780,0
202121,3
202290,2
202448,2
202459,4
202815,4
202928,4
203121,0
203174,3
203538,2
203804,3
178039,2
178369,3
178681,0
178788,3
181969,3
182012,0
182468,2
182836,2
183647,3
183805,0
183894,3
184508,0
186671,3
187668,4
190016,3
190068,2
191363,3
192060,0
193538,4
195376,0
195676,0
196012,3
196529,2
198829,0
200559,0
200729,0
201141,4
201342,4
203067,3
177979,3
178786,3
178890,4
179024,2
179744,2
180392,3
181515,2
182163,3
183020,0
183671,0
183991,4
184213,3
184256,0
184462,2
184465,4
184717,3
184752,4
184823,2
184984,0
185064,0
186916,0
187071,2
187946,2
187952,0
188139,3
188188,0
188435,3
188528,3
188577,4
188864,2
188911,2
189406,0
191685,2
191933,2
192065,3
192126,2
192190,0
192467,0
192498,2
195921,2
196102,0
197145,3
197702,0
199754,3
199841,2
199843,3
200269,0
201302,4
202543,4
203948,0
177449,0
177527,2
178546,3
180336,0
180791,3
182928,0
183705,4
184522,0
186609,0
186993,3
188255,0
188310,3
188574,2
188753,0
191000,0
191142,0
191288,0
191358,0
191713,0
191771,0
191857,2
192140,2
193663,3
194264,0
196550,3
198826,3
199140,3
199200,3
199905,0
201858,4
201959,0
201999,0
202254,0
202546,4
202857,4
203180,3
203398,0
203489,0
179028,4
184227,2
185808,2
185892,0
187199,2
187935,2
190250,2
190677,2
193838,4
196099,3
198276,3
201238,3
202642,3
177413,0
177644,0
178238,0
178326,0
178982,0
179055,0
179179,0
179329,0
179760,0
180915,0
180971,0
181299,0
181770,0
181877,0
182046,0
182816,0
183408,0
183779,0
183964,0
184402,0
184563,0
184585,0
185519,0
185911,0
186027,0
186508,0
186584,0
187513,0
187548,0
187747,0
187912,0
187982,0
188291,0
188555,0
189894,0
189968,0
190142,0
190275,0
190342,0
190393,0
190511,0
190699,0
191197,0
191795,0
191887,0
192174,0
192407,0
192481,0
192623,0
192626,0
192708,0
193109,0
193519,0
193606,0
193847,0
193897,0
193898,0
194227,0
194349,0
194439,0
194542,0
194703,0
194949,0
195030,0
195420,0
196037,0
196182,0
196378,0
196670,0
196815,0
197081,0
197593,0
197601,0
197608,0
197999,0
198032,0
198150,0
198445,0
198692,0
198711,0
198905,0
198979,0
199110,0
199180,0
199264,0
199301,0
199327,0
199341,0
199409,0
199509,0
199549,0
199650,0
199697,0
199701,0
199730,0
199732,0
199809,0
199836,0
199889,0
200103,0
200175,0
200287,0
200339,0
200395,0
200621,0
200666,0
177190,0
177409,0
177617,0
178071,0
178127,0
178128,3
178629,0
179061,0
179255,0
179457,3
179487,0
180193,0
180337,0
180520,0
180653,0
180868,0
181070,0
181519,0
181614,0
181715,0
181756,0
182103,0
182246,0
182381,0
182714,0
182864,3
182926,0
183016,0
183100,0
183166,0
183181,0
183200,0
183306,0
183460,0
183621,0
183676,0
183695,0
184009,0
184098,0
184114,0
184180,0
184223,0
184306,0
184380,0
184677,0
184966,0
184987,0
185662,0
185731,0
185929,0
185957,0
186045,0
186186,0
186294,0
186337,0
186397,0
186741,0
186751,0
186839,0
186889,0
186933,0
187128,0
187463,0
187735,0
187755,0
187941,0
188174,0
188194,0
188387,4
188400,0
188416,0
188481,0
188509,0
188534,0
188814,3
188931,0
189199,0
189429,0
189450,0
189835,0
190239,0
190506,0
190544,0
190583,0
190712,0
190817,0
190830,0
190909,0
191002,0
191247,0
191836,4
191973,0
192059,0
192189,3
192200,0
192230,0
192308,0
192422,0
192458,0
192542,0
192650,0
192692,0
192722,0
192867,0
192940,0
192997,0
193082,0
193288,0
193314,0
193887,0
194012,0
194083,0
194115,0
194333,0
194680,0
194688,3
194881,0
195063,0
195112,0
195155,0
195310,4
195425,0
195506,0
195561,0
195914,0
196003,0
196004,0
196183,2
196222,0
196653,0
196715,0
196776,0
198068,0
198716,0
198733,0
198742,0
198855,0
198861,0
198897,0
199094,0
199204,0
199481,0
199515,0
200187,0
200635,0
200716,0
200913,0
200929,0
201242,0
201483,0
201511,0
201690,0
201711,0
201718,0
201771,0
201823,0
201850,0
202019,0
202038,0
202080,0
202181,0
202186,0
202194,0
202384,0
202403,0
202414,4
202631,0
202643,0
202668,0
202698,0
202753,0
202769,0
202900,0
203006,0
203027,0
203154,0
203158,0
203163,0
203191,0
203196,0
203257,0
203263,0
203279,0
203405,0
203416,0
203435,0
203465,0
203491,0
203636,0
203692,0
203700,0
203853,0
203974,0
204033,0
178540,3
178597,3
180049,4
180384,0
180837,3
181135,2
181337,3
181678,3
182946,0
183055,4
183510,3
183535,0
184956,0
185255,0
186146,4
186349,4
187068,0
187618,0
187718,2
187815,4
188148,3
188176,0
188216,3
188235,0
188466,4
188768,0
189266,0
190521,0
190843,0
191194,0
191280,0
191600,4
191983,3
192613,3
192822,2
193995,0
194064,4
194174,3
194701,0
195259,3
195963,0
196157,0
196158,0
196413,2
197592,0
197900,0
198955,0
199731,0
199858,0
201093,0
201392,4
201454,0
201549,0
201720,0
201892,3
202196,0
202580,4
202588,0
202710,0
202737,0
203137,2
203346,4
203725,0
203741,0
203988,0
177236,0
178493,0
178721,0
179902,0
179928,4
181670,0
182194,4
182484,0
182881,0
184005,0
184022,2
184361,0
184577,0
184837,0
184915,0
185008,0
185125,0
185780,0
185936,3
186303,0
186327,0
186357,0
186491,0
186670,3
187268,0
187351,4
187431,0
187601,3
188370,0
188375,0
188810,0
188818,0
188858,0
189171,3
189320,0
189363,0
189640,0
190040,0
190106,0
190269,0
190691,0
191694,0
192846,0
193045,3
193188,0
193561,0
194315,0
194411,0
194491,0
194652,4
194860,0
194987,0
195312,0
195379,0
195435,4
195670,0
196317,0
197001,3
197159,2
197209,0
197315,0
197771,0
197837,0
197842,0
198196,0
198624,0
198949,0
199116,0
199235,0
199430,3
199770,0
199909,0
200100,3
200346,0
200397,0
200566,0
200574,0
200724,0
200914,0
201071,0
201485,0
201631,0
201676,0
201953,0
202187,0
202272,0
202386,0
202449,0
202641,0
202689,0
202730,0
203108,0
203155,0
203167,0
203286,0
203337,0
203353,0
203573,0
204035,0
178518,0
179340,0
180078,0
180420,0
180786,0
180878,0
181067,3
181853,2
182537,0
183202,0
184021,3
184210,2
184526,0
185002,0
186078,0
186156,0
186274,0
187236,0
187683,0
187919,0
188742,0
188932,0
189024,0
189163,0
189508,0
189734,0
189947,0
191406,0
191853,3
192135,0
192209,0
192558,0
193511,0
193681,0
193745,0
194078,0
194184,0
195102,2
195407,0
195570,0
196472,3
196515,0
197259,0
197856,0
197998,0
198396,3
199106,0
199681,0
199794,0
199850,0
199990,0
200689,2
200947,0
201294,0
201687,0
201817,0
201829,0
201990,0
202008,0
202133,0
202303,0
202304,0
202434,0
202521,2
202849,0
202933,0
203058,0
203068,0
203351,0
203406,0
203732,0
177442,0
178507,0
179156,0
179392,0
179463,3
179667,0
179681,0
179824,0
179830,0
179838,0
179998,0
180381,0
180904,0
181034,0
181065,0
181275,0
181313,0
181571,0
181858,0
181899,0
181960,4
182732,0
183624,0
183898,0
183934,0
183948,0
184107,0
184167,0
184542,0
184581,3
184621,0
184715,0
184735,3
185664,0
185809,3
186061,0
186139,0
186497,3
186699,0
186712,0
187302,0
187525,0
187989,0
188152,4
188281,0
188503,0
189210,0
189276,0
189678,0
190188,0
190260,0
190657,0
190802,3
190959,0
191057,0
191096,0
191464,0
191525,0
191658,3
191885,0
192259,0
192694,0
192696,0
192788,4
193003,3
193616,0
193835,0
194038,0
194203,0
194446,0
194535,0
194621,0
194905,0
195157,0
195306,0
195732,3
195906,0
195982,0
196307,0
196528,0
196748,0
196995,0
197121,0
197788,0
197922,0
198217,0
198218,0
198282,0
198510,0
198615,0
198641,0
198788,0
199057,0
199091,0
199133,0
199209,0
199318,0
199419,0
199480,0
199581,0
199597,0
199811,0
199814,0
199880,0
199886,4
199976,0
200028,0
200233,0
200236,0
200319,4
200496,0
200526,0
200750,0
201190,0
201665,0
201762,0
201821,0
202160,3
202243,0
202487,0
202585,0
202594,0
202618,0
202819,0
202947,0
203095,0
203119,0
203352,2
203483,0
203753,0
203788,0
204579,0
204721,0
205298,0
182593,4
177393,0
179056,0
179365,4
179433,0
180147,0
180964,4
181536,0
181695,3
182003,0
182155,2
182291,4
182899,0
183888,0
184615,0
185248,3
185523,0
186214,0
186498,2
186509,0
187041,3
187362,0
187983,0
188696,0
188756,3
188890,0
189054,0
190019,2
190298,4
190380,0
190455,0
191091,0
191284,0
191286,0
191598,0
191750,3
192033,0
192046,0
193763,0
194013,0
194096,0
194099,0
194150,0
194194,0
194310,0
195046,0
195207,0
195992,0
196042,2
196111,3
196167,0
196782,4
197113,2
197271,3
198044,0
198117,3
198331,0
198400,0
198899,0
199040,0
199508,2
199516,0
199645,0
199725,0
199867,0
200416,0
200785,0
201036,0
201056,3
202046,4
202312,4
203754,0
177516,4
177782,4
178837,3
179035,4
180541,3
181597,3
181623,4
182264,4
182749,3
182892,2
184424,2
184568,2
184730,0
184760,0
184975,4
185043,0
185086,2
185241,4
185286,0
185327,3
186226,0
186336,0
186372,4
187850,0
188040,3
188384,2
189744,4
189917,3
190015,4
191083,4
191181,2
192497,0
192996,0
193056,4
194731,4
194833,3
195371,2
195948,3
196103,3
197472,4
199314,0
199368,0
199567,0
199594,2
200349,0
200580,0
200744,0
200978,0
201360,4
201822,4
201925,0
202324,0
202496,0
202582,2
202941,3
203874,2
204736,0
178559,0
179261,0
179267,0
179492,3
180247,2
180940,3
182486,2
182843,0
182884,3
184217,4
184357,4
184433,3
185862,3
186179,0
186422,3
187420,0
188649,0
189041,3
189748,3
190568,0
191171,4
191991,4
192312,2
192548,0
192840,4
193285,0
193629,3
193634,3
193699,0
194813,0
196013,0
196979,3
197254,4
198261,4
198589,0
198771,0
198874,3
198931,4
199320,0
199451,0
199680,4
200091,3
200928,0
201287,0
202369,0
203101,0
203255,2
179193,4
181020,4
183935,3
185810,4
185821,4
186676,4
190119,0
190996,3
192571,4
193063,4
193179,3
193708,3
196351,4
196831,4
196955,3
198399,4
198737,0
199422,4
199706,4
200853,3
201502,4
202646,3
